Sample,Target,Type,Value
0.0,Excellent_Very_Good,Actual,7.630828937395718
0.0,Excellent_Very_Good,Predicted,6.4300539901950655
1.0,Excellent_Very_Good,Actual,77.99187922401146
1.0,Excellent_Very_Good,Predicted,73.27195085017864
2.0,Excellent_Very_Good,Actual,43.84092314408935
2.0,Excellent_Very_Good,Predicted,49.83147960647969
3.0,Excellent_Very_Good,Actual,72.34651778309413
3.0,Excellent_Very_Good,Predicted,71.21597683879261
4.0,Excellent_Very_Good,Actual,97.79895119966028
4.0,Excellent_Very_Good,Predicted,98.2335446856392
5.0,Excellent_Very_Good,Actual,53.84958704104336
5.0,Excellent_Very_Good,Predicted,59.60254512397839
6.0,Excellent_Very_Good,Actual,50.11204636599379
6.0,Excellent_Very_Good,Predicted,56.12532044766144
7.0,Excellent_Very_Good,Actual,7.205113335976154
7.0,Excellent_Very_Good,Predicted,6.354181467905911
8.0,Excellent_Very_Good,Actual,26.84389801018712
8.0,Excellent_Very_Good,Predicted,28.17179487214111
9.0,Excellent_Very_Good,Actual,49.98825008255599
9.0,Excellent_Very_Good,Predicted,52.92835642006544
10.0,Excellent_Very_Good,Actual,67.92299961209405
10.0,Excellent_Very_Good,Predicted,67.15157777069493
11.0,Excellent_Very_Good,Actual,80.37390361043755
11.0,Excellent_Very_Good,Predicted,73.26185219860352
12.0,Excellent_Very_Good,Actual,38.09411331485384
12.0,Excellent_Very_Good,Predicted,40.71293612966628
13.0,Excellent_Very_Good,Actual,6.593634690590511
13.0,Excellent_Very_Good,Predicted,10.17104390987264
14.0,Excellent_Very_Good,Actual,28.814559930799355
14.0,Excellent_Very_Good,Predicted,30.4765703879914
15.0,Excellent_Very_Good,Actual,90.95935277196136
15.0,Excellent_Very_Good,Predicted,87.26517414510849
16.0,Excellent_Very_Good,Actual,21.33853535799155
16.0,Excellent_Very_Good,Predicted,20.55442610875969
17.0,Excellent_Very_Good,Actual,45.21239618176831
17.0,Excellent_Very_Good,Predicted,42.84931690631576
18.0,Excellent_Very_Good,Actual,93.12060196890218
18.0,Excellent_Very_Good,Predicted,91.92175701959088
19.0,Excellent_Very_Good,Actual,2.4899227550348013
19.0,Excellent_Very_Good,Predicted,7.677463525941492
20.0,Excellent_Very_Good,Actual,60.05489174641225
20.0,Excellent_Very_Good,Predicted,66.17321027998487
21.0,Excellent_Very_Good,Actual,95.01295004136456
21.0,Excellent_Very_Good,Predicted,97.6906228150032
22.0,Excellent_Very_Good,Actual,23.03028790209648
22.0,Excellent_Very_Good,Predicted,25.2252683812098
23.0,Excellent_Very_Good,Actual,54.84899192360304
23.0,Excellent_Very_Good,Predicted,57.55550788182658
24.0,Excellent_Very_Good,Actual,90.91283748867312
24.0,Excellent_Very_Good,Predicted,90.86386874224736
25.0,Excellent_Very_Good,Actual,13.316944575925016
25.0,Excellent_Very_Good,Predicted,13.01429072997675
26.0,Excellent_Very_Good,Actual,52.341258067376586
26.0,Excellent_Very_Good,Predicted,49.64667731787229
27.0,Excellent_Very_Good,Actual,75.04098591020349
27.0,Excellent_Very_Good,Predicted,74.8175161100032
28.0,Excellent_Very_Good,Actual,66.90132408839138
28.0,Excellent_Very_Good,Predicted,75.94111203489642
29.0,Excellent_Very_Good,Actual,46.77528597449807
29.0,Excellent_Very_Good,Predicted,50.25144329151337
30.0,Excellent_Very_Good,Actual,20.48490902977951
30.0,Excellent_Very_Good,Predicted,19.116440936072056
31.0,Excellent_Very_Good,Actual,49.076588909107045
31.0,Excellent_Very_Good,Predicted,47.18888230057296
32.0,Excellent_Very_Good,Actual,37.238468938505896
32.0,Excellent_Very_Good,Predicted,33.78050897216291
33.0,Excellent_Very_Good,Actual,47.74011548515884
33.0,Excellent_Very_Good,Predicted,49.23759688410914
34.0,Excellent_Very_Good,Actual,36.589038578059295
34.0,Excellent_Very_Good,Predicted,38.15522135206962
35.0,Excellent_Very_Good,Actual,83.79179943092606
35.0,Excellent_Very_Good,Predicted,78.01931280292231
36.0,Excellent_Very_Good,Actual,76.86475065195093
36.0,Excellent_Very_Good,Predicted,78.81009144091773
37.0,Excellent_Very_Good,Actual,31.399467721266216
37.0,Excellent_Very_Good,Predicted,29.12157863919223
38.0,Excellent_Very_Good,Actual,57.2625332643954
38.0,Excellent_Very_Good,Predicted,62.96941789099074
39.0,Excellent_Very_Good,Actual,27.60490483306951
39.0,Excellent_Very_Good,Predicted,28.232280767886245
40.0,Excellent_Very_Good,Actual,45.28429325464004
40.0,Excellent_Very_Good,Predicted,52.15521345328098
41.0,Excellent_Very_Good,Actual,35.29783659443947
41.0,Excellent_Very_Good,Predicted,33.46532942289543
42.0,Excellent_Very_Good,Actual,65.73994627797582
42.0,Excellent_Very_Good,Predicted,64.58801081189269
43.0,Excellent_Very_Good,Actual,37.03510829880352
43.0,Excellent_Very_Good,Predicted,38.23434170788312
44.0,Excellent_Very_Good,Actual,45.909297789143146
44.0,Excellent_Very_Good,Predicted,50.1330909858013
45.0,Excellent_Very_Good,Actual,71.93241225090415
45.0,Excellent_Very_Good,Predicted,74.19594220541377
46.0,Excellent_Very_Good,Actual,41.29918291138346
46.0,Excellent_Very_Good,Predicted,36.36508713647321
47.0,Excellent_Very_Good,Actual,90.64232691643387
47.0,Excellent_Very_Good,Predicted,91.37392972289294
48.0,Excellent_Very_Good,Actual,18.04516192026816
48.0,Excellent_Very_Good,Predicted,18.134140874430404
49.0,Excellent_Very_Good,Actual,74.11188729132643
49.0,Excellent_Very_Good,Predicted,72.39561291710245
50.0,Excellent_Very_Good,Actual,42.23740436431404
50.0,Excellent_Very_Good,Predicted,39.6449831927446
51.0,Excellent_Very_Good,Actual,42.64535726849423
51.0,Excellent_Very_Good,Predicted,49.635666225888805
52.0,Excellent_Very_Good,Actual,63.43798686338388
52.0,Excellent_Very_Good,Predicted,61.87644093793762
53.0,Excellent_Very_Good,Actual,52.29062010283453
53.0,Excellent_Very_Good,Predicted,48.9069295543233
54.0,Excellent_Very_Good,Actual,41.48859784394432
54.0,Excellent_Very_Good,Predicted,44.03704917519408
55.0,Excellent_Very_Good,Actual,0.1426880562758192
55.0,Excellent_Very_Good,Predicted,0.6651799653248318
56.0,Excellent_Very_Good,Actual,9.226234584675208
56.0,Excellent_Very_Good,Predicted,8.922979119451536
57.0,Excellent_Very_Good,Actual,70.93943937252128
57.0,Excellent_Very_Good,Predicted,74.06464661672325
58.0,Excellent_Very_Good,Actual,52.43455967651972
58.0,Excellent_Very_Good,Predicted,54.389061340090464
59.0,Excellent_Very_Good,Actual,69.6160463516969
59.0,Excellent_Very_Good,Predicted,71.06480635550126
60.0,Excellent_Very_Good,Actual,95.5468323002926
60.0,Excellent_Very_Good,Predicted,99.40363423785824
61.0,Excellent_Very_Good,Actual,68.29138543754175
61.0,Excellent_Very_Good,Predicted,69.4259311328809
62.0,Excellent_Very_Good,Actual,5.312869067295756
62.0,Excellent_Very_Good,Predicted,2.845181270933865
63.0,Excellent_Very_Good,Actual,30.885268486379715
63.0,Excellent_Very_Good,Predicted,29.43613957270082
64.0,Excellent_Very_Good,Actual,59.2594687323373
64.0,Excellent_Very_Good,Predicted,57.175579391120046
65.0,Excellent_Very_Good,Actual,23.51204072574643
65.0,Excellent_Very_Good,Predicted,24.350928953652836
66.0,Excellent_Very_Good,Actual,96.49709995361268
66.0,Excellent_Very_Good,Predicted,92.18516037660989
67.0,Excellent_Very_Good,Actual,94.5048223792794
67.0,Excellent_Very_Good,Predicted,87.17511851236509
68.0,Excellent_Very_Good,Actual,84.84008808376888
68.0,Excellent_Very_Good,Predicted,85.19270778216246
69.0,Excellent_Very_Good,Actual,47.23239962884023
69.0,Excellent_Very_Good,Predicted,41.88631742901745
70.0,Excellent_Very_Good,Actual,84.14767148983972
70.0,Excellent_Very_Good,Predicted,76.33975909565922
71.0,Excellent_Very_Good,Actual,13.111064234791392
71.0,Excellent_Very_Good,Predicted,14.604387370058143
72.0,Excellent_Very_Good,Actual,30.873365729783544
72.0,Excellent_Very_Good,Predicted,28.029152945289383
73.0,Excellent_Very_Good,Actual,46.2996394154417
73.0,Excellent_Very_Good,Predicted,48.284141104398
74.0,Excellent_Very_Good,Actual,74.18472006834668
74.0,Excellent_Very_Good,Predicted,72.06130506064812
75.0,Excellent_Very_Good,Actual,48.58252287088967
75.0,Excellent_Very_Good,Predicted,44.09467331806735
76.0,Excellent_Very_Good,Actual,13.687611879745088
76.0,Excellent_Very_Good,Predicted,8.713541824321025
77.0,Excellent_Very_Good,Actual,34.35365297043583
77.0,Excellent_Very_Good,Predicted,32.293944079620985
78.0,Excellent_Very_Good,Actual,32.4426169672443
78.0,Excellent_Very_Good,Predicted,31.349085742261178
79.0,Excellent_Very_Good,Actual,30.04189043180397
79.0,Excellent_Very_Good,Predicted,26.7480500957392
0.0,Good,Actual,23.267109563197373
0.0,Good,Predicted,18.718562410536578
1.0,Good,Actual,45.107860295054245
1.0,Good,Predicted,43.84039848216354
2.0,Good,Actual,27.631718621079337
2.0,Good,Predicted,30.00423122831892
3.0,Good,Actual,50.18068911184235
3.0,Good,Predicted,48.98137689594187
4.0,Good,Actual,92.26031530779568
4.0,Good,Predicted,94.16215352705414
5.0,Good,Actual,38.251113892983376
5.0,Good,Predicted,35.9580168867853
6.0,Good,Actual,65.01283286286326
6.0,Good,Predicted,62.64326649170426
7.0,Good,Actual,59.562111302037415
7.0,Good,Predicted,59.71878590094775
8.0,Good,Actual,75.19535611422076
8.0,Good,Predicted,74.4158301029876
9.0,Good,Actual,6.166533016986864
9.0,Good,Predicted,8.536073987392696
10.0,Good,Actual,74.48236736818096
10.0,Good,Predicted,75.1955283346048
11.0,Good,Actual,94.62759271724278
11.0,Good,Predicted,101.58897789881408
12.0,Good,Actual,60.35595516954865
12.0,Good,Predicted,59.477977151504646
13.0,Good,Actual,28.757994211990024
13.0,Good,Predicted,27.848983612964822
14.0,Good,Actual,67.23692184292864
14.0,Good,Predicted,63.07639758778785
15.0,Good,Actual,71.20487867813948
15.0,Good,Predicted,71.29599054781622
16.0,Good,Actual,65.64502865386021
16.0,Good,Predicted,68.376344408549
17.0,Good,Actual,14.693031569354352
17.0,Good,Predicted,11.731849003728906
18.0,Good,Actual,97.34755682697008
18.0,Good,Predicted,97.14886777593156
19.0,Good,Actual,95.5383451820879
19.0,Good,Predicted,98.41257222280724
20.0,Good,Actual,42.46255327956413
20.0,Good,Predicted,41.95491668352137
21.0,Good,Actual,59.36373294088722
21.0,Good,Predicted,57.28718373629431
22.0,Good,Actual,3.9628573866894334
22.0,Good,Predicted,7.855229989810246
23.0,Good,Actual,98.86343345619386
23.0,Good,Predicted,99.25151171841893
24.0,Good,Actual,81.87449926232988
24.0,Good,Predicted,83.46075728530141
25.0,Good,Actual,63.65023424296673
25.0,Good,Predicted,68.33580804380881
26.0,Good,Actual,76.1084744221686
26.0,Good,Predicted,80.68973809604714
27.0,Good,Actual,18.802992858258616
27.0,Good,Predicted,17.414176128362527
28.0,Good,Actual,30.76545900928516
28.0,Good,Predicted,28.66374013139348
29.0,Good,Actual,24.639364428572087
29.0,Good,Predicted,25.77660016190061
30.0,Good,Actual,59.60491201251504
30.0,Good,Predicted,59.073761871559846
31.0,Good,Actual,9.190485216377231
31.0,Good,Predicted,1.5910399392478407
32.0,Good,Actual,89.5609985214942
32.0,Good,Predicted,94.66244546015776
33.0,Good,Actual,46.22759421307276
33.0,Good,Predicted,46.30503952306979
34.0,Good,Actual,44.48123649543787
34.0,Good,Predicted,47.42674836203173
35.0,Good,Actual,10.471130357324377
35.0,Good,Predicted,5.779464100203698
36.0,Good,Actual,68.49040370601138
36.0,Good,Predicted,73.64321794104495
37.0,Good,Actual,81.68939943424482
37.0,Good,Predicted,79.33634820999559
38.0,Good,Actual,62.9550171462332
38.0,Good,Predicted,62.52434885233989
39.0,Good,Actual,24.202260746413284
39.0,Good,Predicted,18.596562067503772
40.0,Good,Actual,78.54207215855097
40.0,Good,Predicted,77.87427321162461
41.0,Good,Actual,14.567943338343392
41.0,Good,Predicted,13.648727607580303
42.0,Good,Actual,82.72763289795971
42.0,Good,Predicted,81.98619074135283
43.0,Good,Actual,58.070537061188574
43.0,Good,Predicted,59.82455603221185
44.0,Good,Actual,28.93728115784362
44.0,Good,Predicted,29.17866454931763
45.0,Good,Actual,51.3243399843739
45.0,Good,Predicted,55.22747048475423
46.0,Good,Actual,62.88514030646471
46.0,Good,Predicted,61.01250756385916
47.0,Good,Actual,25.85894985926458
47.0,Good,Predicted,21.874886224407124
48.0,Good,Actual,84.6906560459974
48.0,Good,Predicted,84.61423047951715
49.0,Good,Actual,42.12537085992734
49.0,Good,Predicted,44.63884300514247
50.0,Good,Actual,89.2337457255232
50.0,Good,Predicted,94.2123128173945
51.0,Good,Actual,83.54685611475348
51.0,Good,Predicted,86.80254185700923
52.0,Good,Actual,9.934751415963062
52.0,Good,Predicted,2.8729887453297547
53.0,Good,Actual,64.62541094487922
53.0,Good,Predicted,66.13364437712008
54.0,Good,Actual,31.04945664957425
54.0,Good,Predicted,36.89094374125919
55.0,Good,Actual,75.40531969831748
55.0,Good,Predicted,75.6556251637042
56.0,Good,Actual,54.26316574477315
56.0,Good,Predicted,52.19899574420504
57.0,Good,Actual,45.7598874651717
57.0,Good,Predicted,46.996530875943535
58.0,Good,Actual,89.5366784537062
58.0,Good,Predicted,87.52371051682182
59.0,Good,Actual,5.725355980016767
59.0,Good,Predicted,8.281808643632981
60.0,Good,Actual,55.73176258679793
60.0,Good,Predicted,55.67978470096746
61.0,Good,Actual,32.79110992966764
61.0,Good,Predicted,38.36311044965365
62.0,Good,Actual,3.5273336313462744
62.0,Good,Predicted,5.525344625309998
63.0,Good,Actual,75.35185187029177
63.0,Good,Predicted,72.45631312390911
64.0,Good,Actual,56.174065606887645
64.0,Good,Predicted,58.59259074242152
65.0,Good,Actual,89.41453369562156
65.0,Good,Predicted,93.158580496546
66.0,Good,Actual,59.826122757183086
66.0,Good,Predicted,57.552299338004026
67.0,Good,Actual,33.7034279430268
67.0,Good,Predicted,32.000250333046274
68.0,Good,Actual,98.52196553795466
68.0,Good,Predicted,89.30123244354982
69.0,Good,Actual,11.57140506093054
69.0,Good,Predicted,15.18502901679228
70.0,Good,Actual,5.260174257878858
70.0,Good,Predicted,2.909156722079685
71.0,Good,Actual,73.26219094520809
71.0,Good,Predicted,64.77279305707732
72.0,Good,Actual,37.08748992894842
72.0,Good,Predicted,30.01240312862966
73.0,Good,Actual,36.14650786285366
73.0,Good,Predicted,35.254707237071656
74.0,Good,Actual,87.65321564895721
74.0,Good,Predicted,90.69585553068164
75.0,Good,Actual,32.72936465153866
75.0,Good,Predicted,32.37310617629856
76.0,Good,Actual,88.89885968841091
76.0,Good,Predicted,90.78597072491804
77.0,Good,Actual,64.39879792316223
77.0,Good,Predicted,59.99279941626195
78.0,Good,Actual,32.90495438867621
78.0,Good,Predicted,27.53949188038629
79.0,Good,Actual,5.953265441246691
79.0,Good,Predicted,9.496148667912577
0.0,Fair_Poor,Actual,47.08879967290682
0.0,Fair_Poor,Predicted,46.75635044936839
1.0,Fair_Poor,Actual,96.96116416313242
1.0,Fair_Poor,Predicted,97.25119489767256
2.0,Fair_Poor,Actual,34.246012540114044
2.0,Fair_Poor,Predicted,25.049017028477238
3.0,Fair_Poor,Actual,71.2345182452183
3.0,Fair_Poor,Predicted,71.52984567551806
4.0,Fair_Poor,Actual,84.02191556813095
4.0,Fair_Poor,Predicted,83.22129851682409
5.0,Fair_Poor,Actual,36.069110771696586
5.0,Fair_Poor,Predicted,32.926265633897835
6.0,Fair_Poor,Actual,98.99141340532304
6.0,Fair_Poor,Predicted,101.49793019664492
7.0,Fair_Poor,Actual,62.58692404776313
7.0,Fair_Poor,Predicted,66.60831756827206
8.0,Fair_Poor,Actual,50.09852705939224
8.0,Fair_Poor,Predicted,48.153818159129465
9.0,Fair_Poor,Actual,71.49075175062505
9.0,Fair_Poor,Predicted,72.40867079280896
10.0,Fair_Poor,Actual,42.38299338665591
10.0,Fair_Poor,Predicted,39.763825918336046
11.0,Fair_Poor,Actual,71.23267228435931
11.0,Fair_Poor,Predicted,68.08625019160488
12.0,Fair_Poor,Actual,27.48023833346028
12.0,Fair_Poor,Predicted,27.79822521574026
13.0,Fair_Poor,Actual,92.72083143456884
13.0,Fair_Poor,Predicted,94.81451767084737
14.0,Fair_Poor,Actual,54.19628379337594
14.0,Fair_Poor,Predicted,51.94311235849057
15.0,Fair_Poor,Actual,24.16494935872556
15.0,Fair_Poor,Predicted,15.31027031213189
16.0,Fair_Poor,Actual,43.71966684315023
16.0,Fair_Poor,Predicted,46.06280621388708
17.0,Fair_Poor,Actual,89.50965406208951
17.0,Fair_Poor,Predicted,83.12342280901696
18.0,Fair_Poor,Actual,80.7055319072113
18.0,Fair_Poor,Predicted,81.19352640014648
19.0,Fair_Poor,Actual,48.44689520386633
19.0,Fair_Poor,Predicted,55.56300012876408
20.0,Fair_Poor,Actual,35.170167674033
20.0,Fair_Poor,Predicted,35.102849492812744
21.0,Fair_Poor,Actual,37.62474141022907
21.0,Fair_Poor,Predicted,32.86574139159478
22.0,Fair_Poor,Actual,98.11953575957428
22.0,Fair_Poor,Predicted,92.27481957310124
23.0,Fair_Poor,Actual,11.221278513169953
23.0,Fair_Poor,Predicted,15.903124614546629
24.0,Fair_Poor,Actual,88.90238955692091
24.0,Fair_Poor,Predicted,88.83459557487157
25.0,Fair_Poor,Actual,85.76088734266992
25.0,Fair_Poor,Predicted,87.9198413104381
26.0,Fair_Poor,Actual,22.43884059372944
26.0,Fair_Poor,Predicted,26.1440477855013
27.0,Fair_Poor,Actual,34.93587341679791
27.0,Fair_Poor,Predicted,34.73986424144359
28.0,Fair_Poor,Actual,56.95598867254332
28.0,Fair_Poor,Predicted,55.72157171799381
29.0,Fair_Poor,Actual,80.23927037402467
29.0,Fair_Poor,Predicted,76.4498795852912
30.0,Fair_Poor,Actual,95.04454053381365
30.0,Fair_Poor,Predicted,82.71452147094298
31.0,Fair_Poor,Actual,99.1808703583101
31.0,Fair_Poor,Predicted,93.10886838246437
32.0,Fair_Poor,Actual,28.123170688222523
32.0,Fair_Poor,Predicted,27.8447966611956
33.0,Fair_Poor,Actual,19.236357434085072
33.0,Fair_Poor,Predicted,18.53530936889726
34.0,Fair_Poor,Actual,48.77251526674882
34.0,Fair_Poor,Predicted,50.38675475897096
35.0,Fair_Poor,Actual,55.75639009340683
35.0,Fair_Poor,Predicted,55.24964274057496
36.0,Fair_Poor,Actual,65.67046803932749
36.0,Fair_Poor,Predicted,66.30789808924267
37.0,Fair_Poor,Actual,10.759113231433648
37.0,Fair_Poor,Predicted,13.910308397996582
38.0,Fair_Poor,Actual,64.63560193551533
38.0,Fair_Poor,Predicted,61.09542218119636
39.0,Fair_Poor,Actual,92.1379080678338
39.0,Fair_Poor,Predicted,90.98927647121796
40.0,Fair_Poor,Actual,91.52010678295412
40.0,Fair_Poor,Predicted,85.09125545570231
41.0,Fair_Poor,Actual,94.37739993000751
41.0,Fair_Poor,Predicted,98.26897108198008
42.0,Fair_Poor,Actual,92.2339597531884
42.0,Fair_Poor,Predicted,92.38763143692915
43.0,Fair_Poor,Actual,96.07778274826424
43.0,Fair_Poor,Predicted,98.03707129679194
44.0,Fair_Poor,Actual,4.869253711634947
44.0,Fair_Poor,Predicted,11.039186312710765
45.0,Fair_Poor,Actual,91.6018190702266
45.0,Fair_Poor,Predicted,95.9200024520423
46.0,Fair_Poor,Actual,27.12128078921033
46.0,Fair_Poor,Predicted,26.881275017135607
47.0,Fair_Poor,Actual,32.06657354661555
47.0,Fair_Poor,Predicted,35.21731491306784
48.0,Fair_Poor,Actual,45.86142409479629
48.0,Fair_Poor,Predicted,40.13460763631913
49.0,Fair_Poor,Actual,95.52803950076348
49.0,Fair_Poor,Predicted,97.263677286121
50.0,Fair_Poor,Actual,60.50889026557299
50.0,Fair_Poor,Predicted,61.06453056543488
51.0,Fair_Poor,Actual,35.26932166520369
51.0,Fair_Poor,Predicted,28.79624562842188
52.0,Fair_Poor,Actual,37.415764755276726
52.0,Fair_Poor,Predicted,42.765044867026745
53.0,Fair_Poor,Actual,90.49284888231674
53.0,Fair_Poor,Predicted,87.67654017728961
54.0,Fair_Poor,Actual,82.23475682359707
54.0,Fair_Poor,Predicted,84.96767170248586
55.0,Fair_Poor,Actual,13.753772023597588
55.0,Fair_Poor,Predicted,12.074032297236402
56.0,Fair_Poor,Actual,24.86818661571686
56.0,Fair_Poor,Predicted,28.842358175501293
57.0,Fair_Poor,Actual,37.19452010692397
57.0,Fair_Poor,Predicted,42.44356716092234
58.0,Fair_Poor,Actual,21.67419902901729
58.0,Fair_Poor,Predicted,18.354001116734743
59.0,Fair_Poor,Actual,56.34817527136177
59.0,Fair_Poor,Predicted,50.22658049584442
60.0,Fair_Poor,Actual,22.36387599459807
60.0,Fair_Poor,Predicted,21.8382357961476
61.0,Fair_Poor,Actual,57.492449644699725
61.0,Fair_Poor,Predicted,60.88811619280885
62.0,Fair_Poor,Actual,93.60246214061884
62.0,Fair_Poor,Predicted,92.11721349018389
63.0,Fair_Poor,Actual,84.86759755335859
63.0,Fair_Poor,Predicted,82.41350321753282
64.0,Fair_Poor,Actual,9.926346308256806
64.0,Fair_Poor,Predicted,11.879475332720729
65.0,Fair_Poor,Actual,20.690479837042773
65.0,Fair_Poor,Predicted,9.644409964761213
66.0,Fair_Poor,Actual,41.274924226399946
66.0,Fair_Poor,Predicted,38.61606193246505
67.0,Fair_Poor,Actual,64.61275766592475
67.0,Fair_Poor,Predicted,59.07757245990752
68.0,Fair_Poor,Actual,38.65663628348851
68.0,Fair_Poor,Predicted,39.83589109887068
69.0,Fair_Poor,Actual,25.161236834020883
69.0,Fair_Poor,Predicted,22.216239670803912
70.0,Fair_Poor,Actual,34.4659037128738
70.0,Fair_Poor,Predicted,30.005233080389697
71.0,Fair_Poor,Actual,20.401358652979106
71.0,Fair_Poor,Predicted,18.986033957333653
72.0,Fair_Poor,Actual,86.18667195226828
72.0,Fair_Poor,Predicted,80.31303826388601
73.0,Fair_Poor,Actual,69.72517123433288
73.0,Fair_Poor,Predicted,69.67267626075571
74.0,Fair_Poor,Actual,41.10291024059429
74.0,Fair_Poor,Predicted,38.37342083807198
75.0,Fair_Poor,Actual,70.04314282099709
75.0,Fair_Poor,Predicted,68.5334666738927
76.0,Fair_Poor,Actual,51.97293174787262
76.0,Fair_Poor,Predicted,49.10437936238854
77.0,Fair_Poor,Actual,52.62622111585703
77.0,Fair_Poor,Predicted,56.27527271926693
78.0,Fair_Poor,Actual,36.73556084639532
78.0,Fair_Poor,Predicted,36.30014611901133
79.0,Fair_Poor,Actual,48.82183585723071
79.0,Fair_Poor,Predicted,50.91988318786768
